,reactionId,compartment,r ; p,ratelaw
972,vRP11_18,Cytoplasm,cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_ ; cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_,kRP11_18_1*cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_*cyt_prot__GRB2__SOS1_
973,vRP11_19,Cytoplasm,cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_ ; cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_,kRP11_19_1*cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_*cyt_prot__GRB2__SOS1_
974,vRP11_20,Cytoplasm,cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET_ + cyt_prot__GRB2__SOS1_ ; cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_,kRP11_20_1*cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET_*cyt_prot__GRB2__SOS1_
975,vRP11_21,Cytoplasm,cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET_ + cyt_prot__GRB2__SOS1_ ; cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_,kRP11_21_1*cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET_*cyt_prot__GRB2__SOS1_
976,vRP11_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__GRB2__SOS1_,kRP11_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB_*cyt_prot__GRB2__SOS1_
977,vRP11_23,Cytoplasm,cyt_cong__PDGFB__PGFRB__PGFRB_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__PDGFB__PGFRB__PGFRB__GRB2__SOS1_,kRP11_23_1*cyt_cong__PDGFB__PGFRB__PGFRB_*cyt_prot__GRB2__SOS1_
978,vRP11_24,Cytoplasm,cyt_cong__FGF__FGFR__FGF__FGFR_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__FGF__FGFR__FGF__FGFR__GRB2__SOS1_,kRP11_24_1*cyt_cong__FGF__FGFR__FGF__FGFR_*cyt_prot__GRB2__SOS1_
979,vRP11_25,Cytoplasm,cyt_cong__FGF__FGFR__FGFR_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__FGF__FGFR__FGFR__GRB2__SOS1_,kRP11_25_1*cyt_cong__FGF__FGFR__FGFR_*cyt_prot__GRB2__SOS1_
980,vRP11_26,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__GRB2__SOS1_,kRP11_26_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS_*cyt_prot__GRB2__SOS1_
981,vRP11_27,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__GRB2__SOS1_,kRP11_27_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS_*cyt_prot__GRB2__SOS1_
982,vRP11_28,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__GRB2__SOS1_,kRP11_28_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS_*cyt_prot__GRB2__SOS1_
983,vRP11_29,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS_ + cyt_prot__GRB2__SOS1_ ; cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__GRB2__SOS1_,kRP11_29_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS_*cyt_prot__GRB2__SOS1_
984,vRP12_1,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2_ + cyt_prot__GRB2__SOS1_,kRP12_1_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__GRB2__SOS1_
985,vRP12_2,Cytoplasm,cyt_prot__p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ ; cyt_prot__p_EGF__EGFR__EGFRvIII_ + cyt_prot__GRB2__SOS1_,kRP12_2_1*cyt_prot__p_EGF__EGFR__EGFRvIII__GRB2__SOS1_
986,vRP12_3,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_ + cyt_prot__GRB2__SOS1_,kRP12_3_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__GRB2__SOS1_
987,vRP12_4,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_ + cyt_prot__GRB2__SOS1_,kRP12_4_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__GRB2__SOS1_
988,vRP12_5,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3_ + cyt_prot__GRB2__SOS1_,kRP12_5_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__GRB2__SOS1_
989,vRP12_6,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3_ + cyt_prot__GRB2__SOS1_,kRP12_6_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__GRB2__SOS1_
990,vRP12_7,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_7_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
991,vRP12_8,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_8_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
992,vRP12_9,Cytoplasm,cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__GRB2__SOS1_ ; cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3_ + cyt_prot__GRB2__SOS1_,kRP12_9_1*cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__GRB2__SOS1_
993,vRP12_10,Cytoplasm,cyt_prot__p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_ ; cyt_prot__p_NRG1__ERBB3__EGFRvIII_ + cyt_prot__GRB2__SOS1_,kRP12_10_1*cyt_prot__p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_
994,vRP12_11,Cytoplasm,cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__GRB2__SOS1_ ; cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3_ + cyt_prot__GRB2__SOS1_,kRP12_11_1*cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__GRB2__SOS1_
995,vRP12_12,Cytoplasm,cyt_prot__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_12_1*cyt_prot__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
996,vRP12_13,Cytoplasm,cyt_prot__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_13_1*cyt_prot__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
997,vRP12_14,Cytoplasm,cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_14_1*cyt_prot__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
998,vRP12_15,Cytoplasm,cyt_prot__p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_ ; cyt_prot__p_NRG1__ERBB4__EGFRvIII_ + cyt_prot__GRB2__SOS1_,kRP12_15_1*cyt_prot__p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_
999,vRP12_16,Cytoplasm,cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_16_1*cyt_prot__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
1000,vRP12_17,Cytoplasm,cyt_prot__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_17_1*cyt_prot__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
1001,vRP12_18,Cytoplasm,cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_18_1*cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
1002,vRP12_19,Cytoplasm,cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_ ; cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4_ + cyt_prot__GRB2__SOS1_,kRP12_19_1*cyt_prot__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__GRB2__SOS1_
1003,vRP12_20,Cytoplasm,cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_ ; cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET_ + cyt_prot__GRB2__SOS1_,kRP12_20_1*cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_
1004,vRP12_21,Cytoplasm,cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_ ; cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET_ + cyt_prot__GRB2__SOS1_,kRP12_21_1*cyt_prot__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__GRB2__SOS1_
1005,vRP12_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__GRB2__SOS1_ ; cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB_ + cyt_prot__GRB2__SOS1_,kRP12_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__GRB2__SOS1_
1006,vRP12_23,Cytoplasm,cyt_cong__PDGFB__PGFRB__PGFRB__GRB2__SOS1_ ; cyt_cong__PDGFB__PGFRB__PGFRB_ + cyt_prot__GRB2__SOS1_,kRP12_23_1*cyt_cong__PDGFB__PGFRB__PGFRB__GRB2__SOS1_
1007,vRP12_24,Cytoplasm,cyt_cong__FGF__FGFR__FGF__FGFR__GRB2__SOS1_ ; cyt_cong__FGF__FGFR__FGF__FGFR_ + cyt_prot__GRB2__SOS1_,kRP12_24_1*cyt_cong__FGF__FGFR__FGF__FGFR__GRB2__SOS1_
1008,vRP12_25,Cytoplasm,cyt_cong__FGF__FGFR__FGFR__GRB2__SOS1_ ; cyt_cong__FGF__FGFR__FGFR_ + cyt_prot__GRB2__SOS1_,kRP12_25_1*cyt_cong__FGF__FGFR__FGFR__GRB2__SOS1_
1009,vRP12_26,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__GRB2__SOS1_ ; cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS_ + cyt_prot__GRB2__SOS1_,kRP12_26_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__GRB2__SOS1_
1010,vRP12_27,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__GRB2__SOS1_ ; cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS_ + cyt_prot__GRB2__SOS1_,kRP12_27_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__GRB2__SOS1_
1011,vRP12_28,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__GRB2__SOS1_ ; cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS_ + cyt_prot__GRB2__SOS1_,kRP12_28_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__GRB2__SOS1_
1012,vRP12_29,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__GRB2__SOS1_ ; cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS_ + cyt_prot__GRB2__SOS1_,kRP12_29_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__GRB2__SOS1_
1013,vRP13_1,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2_ + cyt_cong__PLCG_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__PLCG_,kRP13_1_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2_*cyt_cong__PLCG_
1014,vRP13_2,Cytoplasm,cyt_prot__p_EGF__EGFR__EGFRvIII_ + cyt_cong__PLCG_ ; cyt_prot__p_EGF__EGFR__EGFRvIII__PLCG_,kRP13_2_1*cyt_prot__p_EGF__EGFR__EGFRvIII_*cyt_cong__PLCG_
1015,vRP13_3,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_ + cyt_cong__PLCG_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG_,kRP13_3_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_*cyt_cong__PLCG_
1016,vRP13_4,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_ + cyt_cong__PLCG_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__PLCG_,kRP13_4_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR_*cyt_cong__PLCG_
1017,vRP13_5,Cytoplasm,cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3_ + cyt_cong__PLCG_ ; cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__PLCG_,kRP13_5_1*cyt_prot__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3_*cyt_cong__PLCG_
